,CVEGEO,NOMASEN,CP,geometry
439,1102000015407,"['PRO. COLINA REAL', 'PRO. CERRITO AMARILLO', 'PRO. CERRITO DE LA JOYA II', 'FRUTALES DE LA HACIENDA III', 'PRO. BRISAS DEL SOL', 'CERRITO DE LA JOYA', 'FRUTALES DE LA HACIENDA II']",[37353],"POLYGON ((-101.73138786199996 21.138594280000063, -101.73103819899995 21.138539800000046, -101.73050456999994 21.13844374100007, -101.72988670999996 21.138332520000034, -101.72984427899996 21.13795625100007, -101.72981271899994 21.137715460000045, -101.72966734799996 21.13658509000006, -101.72961114899994 21.136152861000056, -101.72955757899997 21.135740951000056, -101.72947984899997 21.13531315000005, -101.72940208899996 21.134916251000014, -101.72936010899997 21.134501540000027, -101.72935581899998 21.134459051000082, -101.72931298599998 21.134068977000034, -101.72921337999998 21.133216230000077, -101.72914038 21.132645551000042, -101.72909490999996 21.132452710000038, -101.72918977899997 21.13239082000008, -101.72953213899996 21.1321674800001, -101.730045079 21.13183283100008, -101.73084270899994 21.13143986000001, -101.73132884999995 21.131207581000083, -101.73176825899998 21.131097980000096, -101.73209522899998 21.131033660000075, -101.73240847899996 21.130999171000067, -101.73300222899996 21.130804820000034, -101.73458768999996 21.13044138000004, -101.73462793999994 21.130823541000083, -101.73463405899997 21.13088171000005, -101.73467131899997 21.131235491000034, -101.73467670999997 21.131286631000023, -101.73471347999998 21.131635711000072, -101.73471999799995 21.131697581000022, -101.73475661999998 21.13204528000008, -101.73476316999995 21.13210751000001, -101.73479968999999 21.132454291000016, -101.73484077899998 21.13284452100005, -101.73511124899994 21.13606237000005, -101.73526087199997 21.13765709700004, -101.73568197799995 21.13763458200003, -101.73696776999998 21.13655446000007, -101.73690416899996 21.137866751000058, -101.73634356899998 21.137891371000045, -101.73611196899998 21.137898050000047, -101.73607351899994 21.137899150000106, -101.73535110999995 21.137920001000015, -101.73527291899995 21.137986031000043, -101.73392397899994 21.13912540000008, -101.73321943599996 21.138948017000093, -101.73264693599998 21.13881238600005, -101.73212440699996 21.138719588000075, -101.73200733799996 21.13870245700002, -101.73138786199996 21.138594280000063))"
440,1102000017013,"['PRO. CERRITO DE GUADALUPE', 'PRO. CERRITO AMARILLO']",[37353],"POLYGON ((-101.73479968999999 21.132454291000016, -101.73614881899994 21.132346430000048, -101.73720654999994 21.13226437900004, -101.73721021999995 21.132408179, -101.73694091 21.132572911000075, -101.737049889 21.133056250000028, -101.73731627899997 21.133713231000073, -101.73854390999998 21.13522311900004, -101.73751393599997 21.136093130000074, -101.73724039999996 21.13632418100011, -101.73715668999995 21.136394888000055, -101.73696776999998 21.13655446000007, -101.73568197799995 21.13763458200003, -101.73526087199997 21.13765709700004, -101.73511124899994 21.13606237000005, -101.73484077899998 21.13284452100005, -101.73479968999999 21.132454291000016))"
441,1102000014875,"['SAN PEDRO PLUS', 'PRO. FRACCIONES DE MESA DE MEDINA', 'PRO. NORTE SAN PEDRO DE LOS HERNÁNDEZ', 'AMBERES', 'JARDINES DEL SOL', 'HACIENDA SANTA CATALINA', 'HACIENDA SAN MIGUEL', 'HACIENDA SAN MIGUEL II', 'LOS ANGELES', 'MARAVILLAS PRIMERA SECCIÓN', 'PRO. SUR DE HACIENDA SAN MIGUEL', 'LOS PORTONES', 'PRO. FRACCIONES SAN CAYETANO DE MEDINA']","[37258, 37235, 37278, 37238]","POLYGON ((-101.62854139599995 21.14264623600006, -101.62848758899997 21.14253749900009, -101.62824281899998 21.142650382000053, -101.62796413899997 21.142022321000074, -101.62814785899998 21.141769681000042, -101.62871768899998 21.140929720000038, -101.62904596899995 21.140447660000067, -101.62942488899996 21.13988318000002, -101.62956347899996 21.139726447000054, -101.63151449199995 21.136867045000038, -101.63025265099998 21.131958250000018, -101.63020317899998 21.131765765000065, -101.62996650999997 21.13084442000006, -101.62944470799994 21.128872214000083, -101.62976241899997 21.12870298100009, -101.63050925999994 21.128117970000048, -101.63079073799997 21.127869832000055, -101.63112310899999 21.127620551000074, -101.63136664899997 21.127537320000034, -101.63153964999998 21.12751406100007, -101.63200124999997 21.12751302100003, -101.63232657899994 21.127521490000074, -101.63271061799998 21.127510310000076, -101.63292574999997 21.127429451000076, -101.63364551899997 21.12700585100002, -101.63430716999994 21.126728380000035, -101.63454070899996 21.126605261000062, -101.63468068799995 21.12648880100005, -101.63500679999999 21.1260184600001, -101.63511596899997 21.125858940000068, -101.63542834999998 21.125452050000064, -101.63564556899996 21.12516258000004, -101.63579535099996 21.12494858000004, -101.63587037999997 21.124837510000074, -101.63608291999998 21.124541031000042, -101.63641771999994 21.124107250000087, -101.63664776999997 21.12383735000004, -101.636743659 21.12373864900008, -101.63685811999994 21.123647030000065, -101.63699890999999 21.123547350000013, -101.63711767999996 21.123469051000033, -101.63735274799997 21.123338720000067, -101.63769164999997 21.123106310000036, -101.63790174999997 21.122946690000084, -101.63816113999997 21.12278578000008, -101.638089746 21.122919701000054, -101.63806522999994 21.12296569000006, -101.63792370899996 21.12333974100008, -101.63790154999998 21.12343402100005, -101.63790530899996 21.123504004000026, -101.63790816999995 21.123557261000023, -101.63793131899996 21.123671421000047, -101.63797092199997 21.123779515000027, -101.63797201999995 21.123782510000073, -101.63818924599997 21.12459654800007, -101.638213949 21.12468912100006, -101.63834079999998 21.125215491000077, -101.63847483599994 21.12572802700005, -101.63867287999994 21.12648531000006, -101.63867709399995 21.126501253000068, -101.63870624999998 21.126611540000066, -101.63873239699996 21.126702590000065, -101.63876010999996 21.126799090000066, -101.63872026099995 21.126791709000038, -101.63864467899998 21.126777710000074, -101.63856641299998 21.126761439000074, -101.63850859999997 21.12674942000007, -101.63789725999999 21.12743855000002, -101.63782281999994 21.12755408000004, -101.63775914399997 21.127652873000063, -101.63768127999998 21.1277736800001, -101.637612409 21.12788053200009, -101.63757470999997 21.127939021000035, -101.63749523999996 21.12806625800008, -101.63738225999998 21.12824715000005, -101.63716062899994 21.12867034100004, -101.637145767 21.12869859100007, -101.63707962499996 21.12882430500007, -101.63701593999998 21.128945351000034, -101.63689764799994 21.12912946300004, -101.63681134799998 21.12926378100009, -101.63678382899997 21.129301114000032, -101.63670190899995 21.12941225000002, -101.63620548999995 21.130242261000035, -101.63618066599999 21.130289618000067, -101.63617057999994 21.130308860000074, -101.63615751899995 21.130328711000065, -101.63601065899996 21.130620280000084, -101.63663840099997 21.130800974000056, -101.63670828999994 21.130821091000037, -101.63682567399997 21.130855430000057, -101.63726617999998 21.130984291000054, -101.63747146299994 21.131042345000065, -101.637754369 21.13112235100004, -101.63779379999994 21.13103774000006, -101.63800559099997 21.131129595000065, -101.63823213899997 21.13122785000007, -101.63942042899998 21.131741120000072, -101.63948233399998 21.13176780400005, -101.63989152 21.131944180000076, -101.63977277999999 21.13219314000003, -101.63978580099996 21.132197395000063, -101.63994474999998 21.13224932100007, -101.64072622599997 21.132420011, -101.64149247899996 21.132587370000074, -101.64176095 21.132644661000043, -101.64209333999997 21.133171781000044, -101.64239053899996 21.13364171100006, -101.64257693999997 21.13394102100006, -101.64296167899994 21.134561150000025, -101.64319965899996 21.134991540000023, -101.64276109199994 21.135727113000033, -101.64275919299996 21.135726269000067, -101.64258138499997 21.135647056000067, -101.64220251799998 21.13591091500006, -101.64217905299995 21.135927255000084, -101.64217831099995 21.13592758000005, -101.64202082899999 21.13599642000003, -101.64192018399996 21.136040071000036, -101.64178054899998 21.13610063100005, -101.64161853899998 21.136182921000074, -101.64161269099998 21.136184853000064, -101.64147276999995 21.136231051000063, -101.64138260399994 21.136247784000048, -101.64134359999997 21.136255020000068, -101.64112991899998 21.136236310000083, -101.64108399899999 21.13624016000006, -101.641037569 21.13624405000007, -101.64095571799999 21.13630762100007, -101.64094631999995 21.136314921000107, -101.64085385899995 21.136385480000058, -101.64082940399999 21.136402759000095, -101.64073042999996 21.13647269100005, -101.64051661899998 21.136586200000057, -101.64030679899999 21.136725690000038, -101.64025929699994 21.136777889000054, -101.64019596999998 21.136847480000057, -101.64014937899998 21.13691061300008, -101.64005857899997 21.137033651, -101.63998603299996 21.137106745000057, -101.639952769 21.137140260000045, -101.63976933899994 21.13725766700004, -101.63968225899998 21.137313401000036, -101.63948962799998 21.137473660000094, -101.63948105499998 21.137478116000082, -101.63937293999999 21.137534311000017, -101.63913331999998 21.137625380000028, -101.63902639899999 21.137742580000083, -101.63895152699996 21.13783808900009, -101.63882248999994 21.138002690000093, -101.63865976699998 21.138210266000033, -101.63858910999996 21.138300400000066, -101.63844172899996 21.138509605000028, -101.63841856899995 21.138542480000105, -101.63837804099995 21.138597560000054, -101.63809079999999 21.138987941000043, -101.63772159999998 21.139414770000077, -101.63742745999998 21.139700111000046, -101.63667157999998 21.140522150000038, -101.63624950999997 21.141027891000082, -101.63610739999996 21.141229821000017, -101.63588634999996 21.141631201000084, -101.635797219 21.14179038100008, -101.63576350599999 21.141835993, -101.63562207999996 21.142027350000063, -101.63553536899997 21.14215094000002, -101.63539247999995 21.142329380000024, -101.63517936899996 21.142687, -101.634893665 21.143045288000064, -101.634869349 21.143075780000075, -101.63457974 21.14338865000007, -101.63429890099997 21.14358612400004, -101.63420290999994 21.143653620000045, -101.63405925999996 21.143755121000076, -101.63398790699995 21.143841473000045, -101.63378011999998 21.144092940000057, -101.63348073999998 21.144421890000036, -101.63337733199995 21.144457645000067, -101.63330391999995 21.14448303100006, -101.63282736899998 21.14464778000007, -101.63279187399998 21.144728193000045, -101.63267319899995 21.14499705000004, -101.63259827399997 21.14522186900008, -101.63259053899998 21.145245081000066, -101.63257767899995 21.145374200000052, -101.63233865999996 21.145678721000017, -101.63222137899999 21.145828121000026, -101.63216478699997 21.145879631000096, -101.63213919899994 21.14590292100009, -101.63189950899994 21.14591478000008, -101.63168367999998 21.14593278100006, -101.63161412899996 21.145769029000075, -101.63159817999997 21.145731481000052, -101.63147902699995 21.145628229000085, -101.63143211899995 21.14558758100004, -101.63119620299994 21.145680638000062, -101.63105607899996 21.145735910000067, -101.63105064299998 21.14572449700005, -101.63104504999995 21.145712751000104, -101.63090857699996 21.14541228500008, -101.63087570899995 21.145339920000044, -101.63070788999994 21.14508312100006, -101.63029079899997 21.14475597100008, -101.62963761899994 21.144303740000048, -101.62958518899995 21.14426837200004, -101.62956294999998 21.144253370000044, -101.62950792599997 21.144216503000056, -101.62929379999997 21.14407303100005, -101.62914908999994 21.14397606000006, -101.62903492299996 21.143721945000017, -101.62886862499994 21.143351700000036, -101.628691599 21.143006473000067, -101.62854139599995 21.14264623600006))"
442,1102000010783,['EL LAUREL'],[37669],"POLYGON ((-101.751705304 21.18950718600008, -101.75103385299997 21.188487838000096, -101.75077506799994 21.18809226900006, -101.75084116199997 21.188048057000067, -101.75837749399994 21.183006538000026, -101.75852128699995 21.18291033700007, -101.75974437499997 21.18469102100007, -101.75611250699995 21.18712463400006, -101.75494845099996 21.18790459900006, -101.75196596999996 21.189902902000064, -101.751705304 21.18950718600008))"
443,1102000016994,"['PRESA DE LA JOYA', 'LA JOYA (EJIDO)', 'HORIZONTE AZUL', 'RINCÓN DE LA JOYA', 'PRO. SUR LAS JOYAS', 'FRUTAL DE LA HACIENDA I', 'LOMA DE CONTRERAS']","[37353, 37358]","POLYGON ((-101.73604006799997 21.146084145000078, -101.73601852699994 21.145852291000033, -101.73597032499998 21.145333407000077, -101.73592214899998 21.144814431000068, -101.73588681899999 21.144437551000088, -101.73578505499995 21.14333080900011, -101.73575742899999 21.143030348000025, -101.73636421299994 21.142825454000057, -101.73714281499997 21.142775387000054, -101.73724626199999 21.142234956000067, -101.73736659899998 21.142085, -101.73713201499999 21.14210443700004, -101.73676331899998 21.142263966000044, -101.73579525999997 21.14211271200004, -101.73596199299999 21.141590058000066, -101.73574828899996 21.141525401000028, -101.73562073999994 21.141585679000062, -101.73553934999995 21.141589850000074, -101.73539816899995 21.141557923000082, -101.73531676899995 21.14157073900002, -101.73526144999994 21.141596569000065, -101.73521682999997 21.14164403000007, -101.73502224999999 21.142015999000012, -101.73490222899994 21.142141110000097, -101.73473470899995 21.142224350000056, -101.73468847899994 21.14231646000007, -101.73460616899996 21.142399229000063, -101.73456402899996 21.14246845000003, -101.73443939899994 21.142408510000056, -101.73414888899998 21.14228978100005, -101.73384374999995 21.142008971000042, -101.73399202999998 21.14139394000006, -101.73405037899994 21.14109798000005, -101.73417514899995 21.140125261000048, -101.73382324899997 21.140053021, -101.73404739999995 21.13915877000004, -101.73505787899995 21.13944485000007, -101.73539956599996 21.139542601000105, -101.73615768899998 21.139759371000036, -101.73656148999999 21.139867260000084, -101.736685369 21.139898060000068, -101.73684068899996 21.13993668100005, -101.73686317799996 21.139942271000052, -101.73708321999999 21.139996970000038, -101.737163265 21.14001533700004, -101.737201369 21.140024080000014, -101.73766097999999 21.140086580000066, -101.73767170999997 21.14008804100011, -101.73773523499995 21.14009669000007, -101.73862991999994 21.140161377000027, -101.73887671999995 21.140179220000057, -101.73898299899997 21.14018690200005, -101.73915231999996 21.140199141000046, -101.73928107999996 21.14020844900005, -101.73928510899998 21.140235466000032, -101.73959396899994 21.142306421000054, -101.73965720499996 21.142730429000054, -101.74018560199994 21.14295307500003, -101.740317028 21.144691715000075, -101.74068717499995 21.145094473000057, -101.74098489899995 21.14570611700007, -101.74091918399995 21.14588185400002, -101.73927163699996 21.145979729000064, -101.73941044199995 21.14607260100008, -101.73948542799997 21.146231660000062, -101.73951219099996 21.146381231000092, -101.739471929 21.146521062000023, -101.738759787 21.147891797000074, -101.73835543699994 21.147951767, -101.73822836399995 21.147936725000022, -101.73754362499994 21.147888752000043, -101.73737196399998 21.14796880100005, -101.73720466499998 21.14791840400006, -101.73709955899994 21.147928228000072, -101.73700945499996 21.148003182000046, -101.73656529899995 21.148068131000066, -101.73681481999995 21.14756302100006, -101.73692297899998 21.147314940000054, -101.73699361999996 21.147183031000072, -101.73719356999999 21.14687352000004, -101.73735470999998 21.146917020000057, -101.73738626099998 21.146852810000063, -101.73775404199996 21.14693727600007, -101.73799240499994 21.14655539900009, -101.73817639299995 21.14626063300005, -101.73835385099994 21.145837923000077, -101.73649577999998 21.146035490000035, -101.73604006799997 21.146084145000078))"
444,110200001520A,['PASEO DEL COUNTRY'],[37358],"POLYGON ((-101.73318828799995 21.15917030600008, -101.73328291899998 21.159122851000067, -101.73371739899994 21.15888542000006, -101.73412267899994 21.158710521000042, -101.73466948899994 21.158655850000066, -101.73527753899998 21.158592650000056, -101.73581336999996 21.15853878000009, -101.73585031899995 21.158980681000074, -101.73590170899996 21.159374520000032, -101.73594956899996 21.159787230000052, -101.73623784999995 21.15974045100007, -101.73626956099997 21.160241984000038, -101.73621579699994 21.16024744400005, -101.73589694099996 21.16027981300006, -101.73583491399995 21.160286110000087, -101.735791023 21.16029056700005, -101.73549496699997 21.160320624000082, -101.73543024399999 21.160327194000047, -101.73536622199998 21.16033369400003, -101.73508162499996 21.160362587000083, -101.73501922799994 21.160368923000085, -101.73494759299996 21.160376194000072, -101.73469127799996 21.160402217000062, -101.73459190999995 21.16040987800005, -101.73398009099998 21.16046923400007, -101.733711219 21.160028160000067, -101.73348104799999 21.15965057100005, -101.73318828799995 21.15917030600008))"
445,1102000015182,"['PASEO DEL COUNTRY', 'COUNTRY DEL LAGO UNO', 'COUNTRY DEL LAGO DOS', 'PRADERAS DEL REFUGIO', 'LOMAS DEL MIRADOR', 'PRO. NORTE LAS JOYAS']",[37358],"POLYGON ((-101.73133971899995 21.156567861000028, -101.73365204399994 21.15628399600009, -101.73409728899998 21.15623146600008, -101.73466730999996 21.156173411000058, -101.73462640599996 21.155732534000062, -101.73451040199996 21.155736911000087, -101.73445407499997 21.15512593400005, -101.73415769099995 21.155156576000046, -101.73414734 21.15495658100009, -101.73411325999996 21.154583601000073, -101.73406090999998 21.15421451000005, -101.73401519999999 21.153852681000057, -101.73397227999999 21.15346778000005, -101.73392210999998 21.15306042100011, -101.73388257 21.15267017000009, -101.73406028999995 21.15265438100008, -101.73446599899995 21.15261111100007, -101.73464233999994 21.152596200000072, -101.73468319899996 21.152961550000036, -101.73473527899995 21.153381321000037, -101.73590687899997 21.153268151000088, -101.73668996999999 21.153163251000034, -101.73673307999998 21.153565711000088, -101.73676551999995 21.153924341000064, -101.73679656899998 21.154292631000065, -101.736833419 21.154671651000047, -101.73685587899996 21.154896220000076, -101.73687088899999 21.15503509100007, -101.73687551899997 21.155077280000082, -101.73688416899996 21.155146140000053, -101.73691236899998 21.155434882000087, -101.73695761999996 21.15592102000003, -101.73698508799998 21.156271370000074, -101.73700555 21.15648215000007, -101.73704370899998 21.15687198100006, -101.73707328899997 21.15716046000007, -101.73711308999998 21.15755638100005, -101.73714999899994 21.157945880000067, -101.73715641999996 21.158056280000036, -101.73718762999994 21.158400951000054, -101.73581336999996 21.15853878000009, -101.73527753899998 21.158592650000056, -101.73466948899994 21.158655850000066, -101.73412267899994 21.158710521000042, -101.73371739899994 21.15888542000006, -101.73328291899998 21.159122851000067, -101.73318828799995 21.15917030600008, -101.73316897199999 21.159179992000066, -101.73304316999997 21.15924308000006, -101.73246016999998 21.15948342000003, -101.73133971899995 21.156567861000028))"
446,110200001698A,['PASEOS DE LA FRAGUA DOS'],[37358],"POLYGON ((-101.74701528999998 21.15637132100007, -101.74707464999994 21.15659003000007, -101.74736288599996 21.157298185000048, -101.74622707999998 21.157540424000068, -101.74616901099995 21.157350449000056, -101.74702139999994 21.15714460000005, -101.74687833999997 21.156814020000066, -101.74673557899996 21.15646008000005, -101.74701528999998 21.15637132100007))"
447,1102000016388,"['PASEOS DE LA FRAGUA DOS', 'PASEOS DE LA FRAGUA']",[37358],"POLYGON ((-101.74394810599995 21.15791190700005, -101.74386598299998 21.156516472000074, -101.74377589699998 21.154994207000076, -101.74409521999996 21.154960660000043, -101.744146 21.15572188000005, -101.74416301899998 21.15638477100005, -101.74461030899994 21.156331540000057, -101.74459602999997 21.15603886, -101.74457699899995 21.155667660000073, -101.74455287899997 21.155282861000064, -101.74492764999997 21.15522220100011, -101.74513874999997 21.155229140000095, -101.74516491999998 21.155069711000092, -101.745162285 21.15505340700003, -101.74533044799995 21.155076708000035, -101.74628344999996 21.155186573000027, -101.74679437899994 21.155951180000066, -101.74697362099994 21.156250837000098, -101.74701528999998 21.15637132100007, -101.74673557899996 21.15646008000005, -101.74687833999997 21.156814020000066, -101.74702139999994 21.15714460000005, -101.74616901099995 21.157350449000056, -101.74622707999998 21.157540424000068, -101.74615984899998 21.15755548900008, -101.74616838099996 21.15764259300005, -101.74593378599997 21.15765541400002, -101.74522701099994 21.157693441000013, -101.74425423899999 21.157802602000086, -101.74425693599994 21.157845473000066, -101.74432004399995 21.158004433000034, -101.74394810599995 21.15791190700005))"
448,1102000017390,"['PRO. NORTE LAS JOYAS', 'VILLAS DEL COUNTRY CUATRO', 'VILLAS DEL COUNTRY TRES']",[37358],"POLYGON ((-101.74112602499997 21.156658286000038, -101.74073297399998 21.156491612000025, -101.74066638499994 21.156467717000087, -101.740604809 21.15644562000009, -101.74065589899999 21.156157030000045, -101.74065638399998 21.156088175000036, -101.740700442 21.155435747000062, -101.74086249699997 21.155444357000114, -101.74089752 21.155481155000054, -101.74130771499995 21.155353247000075, -101.74174547599995 21.155219835000036, -101.74210721399999 21.15510959000005, -101.74213938199995 21.155067784000053, -101.74256995699994 21.154940007000032, -101.74259720799995 21.15496631900002, -101.74291815099997 21.154869630000064, -101.743035492 21.15485969100006, -101.74344068099998 21.154825371000104, -101.74349215799998 21.15478817000009, -101.743761152 21.154768941000032, -101.74377589699998 21.154994207000076, -101.74386598299998 21.156516472000074, -101.74394810599995 21.15791190700005, -101.74345680599998 21.157691102000094, -101.74318205399999 21.157567469000096, -101.74272178899997 21.15736036400008, -101.74185839699999 21.156971860000066, -101.74173846499997 21.156917993000043, -101.74112602499997 21.156658286000038))"
449,1102000015106,"['PRO. SUR LAS JOYAS', 'LOMAS DEL MIRADOR']",[37358],"POLYGON ((-101.73023385899997 21.15372782200008, -101.72970461999995 21.15235675000002, -101.72957841899996 21.152029739000078, -101.73031061899997 21.15194557000006, -101.73101831899999 21.153763341000083, -101.731570919 21.153708091000084, -101.73169284999994 21.15410480000005, -101.73275736899996 21.15398842000011, -101.73401519999999 21.153852681000057, -101.73406090999998 21.15421451000005, -101.73411325999996 21.154583601000073, -101.73414734 21.15495658100009, -101.73415769099995 21.155156576000046, -101.73445407499997 21.15512593400005, -101.73451040199996 21.155736911000087, -101.73462640599996 21.155732534000062, -101.73466730999996 21.156173411000058, -101.73409728899998 21.15623146600008, -101.73365204399994 21.15628399600009, -101.73133971899995 21.156567861000028, -101.73089516799996 21.15544020000006, -101.73023385899997 21.15372782200008))"
450,1102000014381,['LOMAS DEL MIRADOR'],[37358],"POLYGON ((-101.731570919 21.153708091000084, -101.73142685899995 21.153310150000028, -101.73128142899998 21.15294605100008, -101.73261891899995 21.152809970000092, -101.73388257 21.15267017000009, -101.73392210999998 21.15306042100011, -101.73397227999999 21.15346778000005, -101.73401519999999 21.153852681000057, -101.73275736899996 21.15398842000011, -101.73169284999994 21.15410480000005, -101.731570919 21.153708091000084))"
451,1102000014288,"['ERMITA UNO DOS', 'LOMAS DEL MIRADOR']",[37358],"POLYGON ((-101.73031061899997 21.15194557000006, -101.73091970999997 21.151883621000028, -101.73046348899999 21.15057695100006, -101.73161584999998 21.15120714000007, -101.73235896899996 21.15161354000006, -101.73248979999995 21.151702341, -101.73292064999998 21.151654751000024, -101.73394556899996 21.151541600000034, -101.73398790899995 21.151922691000056, -101.73402496999995 21.152289720000052, -101.73257208899997 21.152449890000074, -101.73115053999999 21.15259285100006, -101.73128142899998 21.15294605100008, -101.73142685899995 21.153310150000028, -101.731570919 21.153708091000084, -101.73101831899999 21.153763341000083, -101.73031061899997 21.15194557000006))"
452,1102000016956,"['VILLAS DEL COUNTRY', 'VILLAS DEL COUNTRY DOS', 'PRO. NORTE LAS JOYAS']",[37358],"POLYGON ((-101.73854470599997 21.16001100200005, -101.73844488899994 21.15909545100004, -101.738427689 21.159021881000026, -101.73842239899994 21.158969541000058, -101.73839170899998 21.158678, -101.73832177899999 21.157971080000014, -101.73826902999997 21.157498250000092, -101.73880874999998 21.157405681000075, -101.73926862999997 21.15727032100006, -101.74027079999996 21.157263261000057, -101.74031930999996 21.157260150000088, -101.74038344899998 21.15728083000007, -101.74062168999995 21.157356571000044, -101.74055516899995 21.15674838100005, -101.74066638499994 21.156467717000087, -101.74073297399998 21.156491612000025, -101.74112602499997 21.156658286000038, -101.74114630999998 21.15683746000009, -101.74131613999998 21.158338180000047, -101.74139701899998 21.158329220000052, -101.74139838399998 21.15885015200008, -101.741399689 21.159348776000073, -101.74116725699997 21.159345501000068, -101.74116713799998 21.159376452000053, -101.74116685899997 21.159448021000074, -101.74077196999997 21.15943303000009, -101.74072311999998 21.159431181000045, -101.74084835999997 21.160531303000017, -101.74085505099998 21.16059860600009, -101.74014224599995 21.160468069000054, -101.74008742899998 21.160559374000037, -101.73993366099995 21.160815490000108, -101.73943462199998 21.160865283000078, -101.73871090499995 21.160937501000042, -101.73864644399998 21.160943931000084, -101.73855691999995 21.16012302200006, -101.73854470599997 21.16001100200005))"
453,1102000014112,['LOMAS DEL MIRADOR'],[37358],"POLYGON ((-101.73388257 21.15267017000009, -101.73261891899995 21.152809970000092, -101.73128142899998 21.15294605100008, -101.73115053999999 21.15259285100006, -101.73257208899997 21.152449890000074, -101.73402496999995 21.152289720000052, -101.73406028999995 21.15265438100008, -101.73388257 21.15267017000009))"
454,1102000014377,['LOMAS DEL MIRADOR'],[37358],"POLYGON ((-101.73402496999995 21.152289720000052, -101.73398790899995 21.151922691000056, -101.73394556899996 21.151541600000034, -101.734240119 21.151509081000064, -101.73433481999996 21.151498631000045, -101.73551954 21.15136780000005, -101.73653577899995 21.151258690000066, -101.73657311999995 21.151646851000095, -101.73660559899997 21.152035140000063, -101.73662739999999 21.15238542000003, -101.73580908999998 21.152467740000095, -101.73464233999994 21.152596200000072, -101.73446599899995 21.15261111100007, -101.73406028999995 21.15265438100008, -101.73402496999995 21.152289720000052))"
455,1102000013788,"['ERMITA UNO DOS', 'PRO. SUR LAS JOYAS', 'EJIDO DE SAN JOSÉ DE LA JOYA', 'PRO. NORTE LAS JOYAS']",[37358],"POLYGON ((-101.73046348899999 21.15057695100006, -101.73032045899998 21.15022348100009, -101.73052317999998 21.150154851000053, -101.73110985899996 21.149965311000066, -101.73163717999995 21.149791710000077, -101.73216764999995 21.14958625, -101.73243317999999 21.14924051000005, -101.73268047999994 21.148886340000065, -101.73294241999997 21.148537250000082, -101.73369844999996 21.148940800000062, -101.73393917999994 21.149074371000054, -101.73443304899996 21.1493269200001, -101.73476510999996 21.149369231, -101.73530888999994 21.149292050000042, -101.73533474899995 21.14924082100003, -101.73610842999994 21.14922748100004, -101.73632148899998 21.149220771000028, -101.736277369 21.148622681000063, -101.73622342899995 21.148026921000053, -101.73656529899995 21.148068131000066, -101.73700945499996 21.148003182000046, -101.73709955899994 21.147928228000072, -101.73720466499998 21.14791840400006, -101.73737196399998 21.14796880100005, -101.73754362499994 21.147888752000043, -101.73822836399995 21.147936725000022, -101.73824385999995 21.14825740000003, -101.73919647899999 21.148161290000093, -101.73911201999994 21.148293551000073, -101.73892561899999 21.148606911000087, -101.73868088999996 21.149014970000078, -101.73865491899994 21.149059220000023, -101.73878644899997 21.149365740000086, -101.73876762899995 21.14939352000005, -101.73864764999996 21.149575660000053, -101.73839653999994 21.14993798100006, -101.73818871899994 21.150209941000064, -101.73793596999997 21.15107877000006, -101.73761337999997 21.151108800000028, -101.73733687899994 21.151134921000065, -101.73653287999997 21.1512178200001, -101.73653577899995 21.151258690000066, -101.73551954 21.15136780000005, -101.73433481999996 21.151498631000045, -101.734240119 21.151509081000064, -101.73394556899996 21.151541600000034, -101.73292064999998 21.151654751000024, -101.73248979999995 21.151702341, -101.73235896899996 21.15161354000006, -101.73161584999998 21.15120714000007, -101.73046348899999 21.15057695100006))"
456,1102000016960,['VALLE DIAMANTE'],[37358],"POLYGON ((-101.73622342899995 21.148026921000053, -101.73615347999998 21.147281, -101.73611956899998 21.146919400000062, -101.73604006799997 21.146084145000078, -101.73649577999998 21.146035490000035, -101.73835385099994 21.145837923000077, -101.73817639299995 21.14626063300005, -101.73799240499994 21.14655539900009, -101.73775404199996 21.14693727600007, -101.73738626099998 21.146852810000063, -101.73735470999998 21.146917020000057, -101.73719356999999 21.14687352000004, -101.73699361999996 21.147183031000072, -101.73692297899998 21.147314940000054, -101.73681481999995 21.14756302100006, -101.73656529899995 21.148068131000066, -101.73622342899995 21.148026921000053))"
457,1102000016975,['LOMA DE CONTRERAS'],[37358],"POLYGON ((-101.73575742899999 21.143030348000025, -101.73578505499995 21.14333080900011, -101.73588681899999 21.144437551000088, -101.73572533999999 21.14444166000005, -101.73519074899997 21.14445529100005, -101.73478030899997 21.144694430000076, -101.734529 21.14489591000006, -101.73438411899997 21.145012080000086, -101.73418317899996 21.14517518100008, -101.73405551899998 21.14423352000007, -101.73427551899994 21.144109513000068, -101.73467916899996 21.14387826300005, -101.73463242899999 21.143414710000066, -101.73506065599997 21.143268406000043, -101.73575742899999 21.143030348000025))"
